Stf;Pos.;Material P;Objektkurztext;   Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ArbPlatz;ÄndNr;EKG;SchGut
3;214;500072375;Sperrkantscheibe SKB10-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;250;500572768;Senkkopfschraube M10x35 477216;4;ST;86;SP;1;PD;F;LBEI;;88;S1MOB4;B-GOT001;W02;
3;260;500572769;Sechskantschr. M10x30 ISO4017 901433;8;ST;86;SP;1;PD;F;LBEI;;88;S1MOB4;B-GOT001;W02;
3;300;500565162R;"Beilage Antrieb seitlich;1mm;o.Senk.Y,Z";4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W01;X
3;301;500565161R;"Beilage Antrieb seitlich;2mm;o.Senk.Y,Z";4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W01;X
3;302;500565163R;"Beilage Antrieb seitlich;3 mm;Senkung Y";4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W01;X
3;303;500565157R;"Beilage Antrieb Mitte;1mm;o.Senkung Y,Z";2;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W01;X
3;304;500565156R;"Beilage Antrieb Mitte;2mm;o.Senkung Y,Z";2;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W01;X
3;305;500565158R;"Beilage Antrieb Mitte;3 mm;mit Senkung Y";2;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W01;X
3;306;500565160R;"Beilage Antrieb seitlich;3mm;o.Senk.Y,Z";4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W09;X
3;307;500565155R;"Beilage Antrieb Mitte;3mm;o.Senkung Y,Z";2;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W09;X
3;308;500551888;Seilumlenkung 3TD04739R01;1;ST;86;SP;1;PD;F;LBEI;;88;S1MOB4;B-GOT001;W01;
3;310;500342701;Zylinderschr.M6x25 ISO4762-A4-80;25;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;311;500334565;Scheibe 6 ISO7093-1-200HV-A4;25;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75886;W09;X
3;314;500572822R;"Beilage Dichtwinkel;1mm";50;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75127;W02;X
3;317;100167730R;"Beilage Dichtwinkel;3mm";50;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;75886;W02;X
3;318;500598950;"Beilage Dichtwinkel;5mm";50;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;75886;W05;
3;11;500340296;Loctite 243 Schraubensicherung;63;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001;W09;
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;75134;W09;
3;1;813010647;Klebstoff Sikaflex Sikaflex 265 FG-1K-P*;1210;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;70761;W09;
3;4;500050017;Sika Aktivator 100;50;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;B-BAS001;W09;
3;6;500539443;Haftvermittler Sika Primer-207;80;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;70761;W09;
3;1;500590190;E-Teile Lose Notbetätigung;1;ST;86;SP;1;PD;F;LBEI;;88;S1MOB4;75127;W01;
3;2;500590191;E-Teile Lose Riegelkasten;1;ST;86;SP;1;PD;F;LBEI;;88;S1MOB4;75127;W01;
3;3;500590194;E-Teile Lose Antrieb DD ohne Rampe;1;ST;86;SP;1;PD;F;LBEI;;88;S1MOB4;75127;W01;
3;1;500340296;Loctite 243 Schraubensicherung;10;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;2;812017895;Loctite 406 BO50G EGFD;50;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;3;500419938;Loctite 770 Primer-Polyolefin;500;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;5;4354992;SIKAFLEX 252 KARTUSCHE 310 ML-POLYURETH*;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;73115;W09;
3;6;500539443;Haftvermittler Sika Primer-207;50;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;7;500223281;Schmierstoff Molub-Alloy Paste White T;10;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;8;67000067S;Kontaktfett Contactal HPG;10;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W15;
3;9;500444896;Tuerfett(Klüber Isoflex LDS18 Spezial A);50;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;10;500156494;Schmierfett Klüber Barrierta L25DL;50;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;11;500044152;1885749.042;300;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;12;500567331;Klüber Mz 4-17;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;1;500408071;Korrosionsschutzmittel Dinitrol 4010;0;L;86;SP;1;PD;F;ROH;1;88;S1MOB4;75134;W09;
3;14;500534909;DINITROL PENETRANT LT Hohlraumversiegelg;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;73115;W09;
3;2008;500577250;Tuerecke links;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;75592;W11;
3;2009;500577261;Tuerecke rechts;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;75592;W11;
2;2;558625WT3;Übersicht Fenster WT3-AC;1;ST;86;SP;300;PD;E;HALB;1;15;INV;75409;;
3;1;500563606;Klappfenster A2716-003DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563603;Standard Fenster A2716-001DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563607;Anzeigefenster A2716-005DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563603;Standard Fenster A2716-001DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563603;Standard Fenster A2716-001DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563603;Standard Fenster A2716-001DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563603;Standard Fenster A2716-001DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;8;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;S1MOB4;75417;;X
3;1;500563603;Standard Fenster A2716-001DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
3;1;500563606;Klappfenster A2716-003DA-00;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2600;KG;86;SP;1;PD;F;ROH;1;48;S1MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;100;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;160;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
3;5;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W09;X
3;6;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;4;ST;86;SP;1;ND;F;ROH;;88;S1MOB4;B-GOT001;W02;X
3;7;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;4;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;B-GOT001;W02;
2;3;586397WT3;Klebeteile Dach WT3-AB;1;ST;86;SP;300;PD;E;HALB;1;15;INV;76465;;
3;210;500576326;Kragen;2;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;74933;W05;
3;211;500576319;Kragen;2;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;74933;W05;
3;212;500576328;Kragen;1;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;75097;W05;
3;213;500576311;Kragen;2;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;75097;W05;
3;214;500576313;Kragen;2;ST;86;SP;1;PD;F;ROH;;88;S1MOB4;75097;W05;
3;220;500415872;Gista-Profil 4610113 EPDM schwarz;10100;M;86;SP;1;PD;F;ROH;1;88;S1MOB4;75097;W02;
3;1;500546972;Klebstoff Teroson MS 9399 grau 2x200ml;135;KG;86;SP;1;PD;F;ROH;1;88;S1MOB4;W-VIE001M;W09;
1;4;500563235;Ausbau 313 Innen/Dach;1;ST;86;SP;1;PD;E;HALB;1;15;INV;B-GOT001;;
2;4;588904WT3;Montage Dachblenden WT3-AC;1;ST;86;SP;300;PD;E;HALB;1;15;INV;75291;;
3;1;500570710;Dachblende Typ2;1;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W06;
3;2;500570712;Dachblende Typ4;6;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W06;
3;3;500570679;Dachblende Typ1;1;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W06;
3;4;500570677;Halter Dachblende Typ3 li vst;2;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W05;
3;5;500570678;Halter Dachblende Typ3 re vst;2;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W05;
3;6;500570675;Halter Dachblende Typ1 vst;10;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W05;
3;7;500570676;Halter Dachblende Typ2 vst;8;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W05;
3;8;500329847;Sechskantschr.M8x40 ISO4017-A4-80;52;ST;86;SP;1;ND;F;ROH;;88;S2MOB4;76428;W09;X
3;9;500526479;Spannhülse Rd 16x20 M8;44;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W05;
3;10;500574271;Halter Aussenlautsprecher vst;1;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;71509;W05;
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;S2MOB4;75134;W09;
3;13;500597002;Dachblende Typ6;1;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W06;
3;14;500597004;Dachblende Typ7;1;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W06;
3;15;500596993;Traverse geschw;2;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W05;
3;16;500596994;Einhaengeoese geschw;4;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W05;
3;17;500596999;Anschlagblech;4;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W05;
3;18;500597000;Gewindeplatte 20x70x75 ISO9445;4;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W05;
3;19;500597001;Abdeckung Bl 2x50x116,5 ISO9445;1;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W05;
3;21;500327166;Sechskantschr.M8x20 ISO4017-A4-80;16;ST;86;SP;1;ND;F;ROH;;88;S2MOB4;76428;W09;X
3;22;500057305;Sperrkantscheibe SKB-8-NrFSt;16;ST;86;SP;1;ND;F;ROH;;88;S2MOB4;76428;W09;X
3;23;500597385;Halbrundkopfschr.M5x10 ISO7380-2-A4-70;2;ST;86;SP;1;PD;F;ROH;;88;S2MOB4;76428;W02;
3;11;500340296;Loctite 243 Schraubensicherung;18;KG;86;SP;1;PD;F;ROH;1;88;S2MOB4;W-VIE001;W09;
3;1;700011785;Korrosionsschutz - Tectyl 846;0;KG;86;SP;1;PD;F;ROH;1;88;S2MOB4;75134;W09;
2;5;500558644;Montage E-Geräte Dach WT3-A;1;ST;86;SP;300;PD;E;HALB;;;INV;B-GOT001;;
3;1;500559081;Gelenk-Klemmkasten-groß;1;ST;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W05;
3;2;500571548;Stromabnehmerrahmen;1;ST;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W05;
3;3;500579097;Stromabnehmer SBE 920.505;1;ST;86;SP;1;PD;F;KBEI;1;88;;B-GOT001;WPM;
3;4;500579098;Überspannungsableiter;1;ST;86;SP;1;PD;F;KBEI;;88;;B-GOT001;WPM;
3;5;500576321;Klimagerät HKL355-GSAB;1;ST;86;SP;1;PD;F;KBEI;1;88;;B-GOT001;WPM;
3;6;500576366;Rückkühler MKA 551-GSAB;1;ST;86;SP;1;PD;F;KBEI;1;88;;B-GOT001;WPM;
3;7;500579160;Dachgerätegehäuse DGG550;1;ST;86;SP;1;PD;F;KBEI;1;88;;B-GOT001;WPM;
3;8;500563213;Gelenkklemmkasten M Grösse WT3;1;ST;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W05;
3;9;500387937;"Kuckuck Haube 300x68;  930516-10";2;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;10;500578419;GPS Antenne  76953E047;1;ST;86;SP;1;PD;F;LBEI;;88;;76520;W01;
3;50;500579043;Trennsteg TP 75x3000;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;51;500579151;Trennsteg TPS 75x2160 Edelstahl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;52;500579049;Trennsteg TPS 75x1200;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;53;500579159;Trennsteg TPS 75x2600 Edelstahl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;54;500579096;Trennsteg TPS 75x1920 Edelstahl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;55;500579095;Trennsteg TPS 50x1600 Edelstahl;2;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;56;500579155;Trennsteg TPS 50x1000 Edelstahl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;57;500576306;Kanalverbinder;8;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;58;500576268;Kabelhalter;8;ST;86;SP;1;PD;F;ROH;;88;;76520;W05;
3;59;500577104;U-Profil M16;24;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;60;500595073;Sicherheitsbügel 125x75 V2A;20;ST;86;SP;1;PD;F;ROH;;88;;75417;W05;
3;61;815001568;Befestigungsclip-Edelstahl;36;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;99;500446817;Anschlussarmatur NKNH-M207-10: PMA;1;ST;86;SP;1;ND;F;ROH;;88;;76520;W12;X
3;100;500453761;Anschlussarmatur NKNH-M160-10: PMA;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;101;500188244;Verschlussschr.M25x1,5 87225/6k Ms.vern.;4;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W09;X
3;102;500188245;Verschlussschr.M32x1,5 87232/6k Ms.vern.;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;103;500561140;Anschlussarmatur 45° BKAH-M323: PMA;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;104;500446819;Anschlussarmatur NKNH-M253-11: PMA;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;105;500446818;Anschlussarmatur NKNH-M257-11: PMA;2;ST;86;SP;1;PD;F;ROH;;88;;76520;W11;
3;106;500447001;Anschlussarmatur NKNH-M329-13: PMA;2;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;108;500447000;Anschlussarmatur NKNH-M323-13: PMA;9;ST;86;SP;1;PD;F;ROH;;88;;76520;W11;
3;109;500558315;Anschlussarmatur BKNH-M253-23: PMA;2;ST;86;SP;1;ND;F;ROH;;88;;76520;W02;X
3;110;500585534;Kanalabdeckung C02 125x3000 Edelst. P018;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;111;500585535;Kanalabdeckung C02 125x3000 Edelst. spg;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;112;500576327;Lautsprecher DKS_ETL5_T6;1;ST;86;SP;1;PD;F;KBEI;;88;;B-GOT001;WPM;
3;118;500175553;Gegenm.M32x1,5 232/5 Ms,vern.;11;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W04;X
3;123;815001290;Sperrkantscheibe SKM-4-NrFSt (A4);4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
